@relation trainDT

@attribute Date_Time numeric
@attribute Speed numeric
@attribute leftMeas numeric
@attribute rightMeas numeric
@attribute nomWeight numeric
@attribute Axle numeric
@attribute minMeas numeric
@attribute maxMeas numeric
@attribute maxMeasSide {Righ,Left}
@attribute diffMeas numeric
@attribute avgMeas numeric
@attribute idWithinseq numeric
@attribute cntMaxMeasSide numeric
@attribute seqId numeric
@attribute maxMeas_b0_16 numeric
@attribute maxMeas_b1_16 numeric
@attribute maxMeas_b0t_16 numeric
@attribute maxMeas_b1t_16 numeric
@attribute maxMeas_a1_16 numeric
@attribute maxMeas_a3_16 numeric
@attribute maxMeas_a5_16 numeric
@attribute maxMeas_b0_24 numeric
@attribute maxMeas_b1_24 numeric
@attribute maxMeas_b0t_24 numeric
@attribute maxMeas_b1t_24 numeric
@attribute maxMeas_a1_24 numeric
@attribute maxMeas_a3_24 numeric
@attribute maxMeas_a5_24 numeric
@attribute Unit_id {ACFX79705,CBTX742482,CP214538,CP216117,GATX209511,IBT19821,NATX302222,NDYX863352,PPRX660134,PPRX660840,PPRX660900,PPRX661165,PPRX661168,PPRX661231,PPRX661526,PPRX661611,PROX76703,SCYX131926,SHPX208088,SHPX211983,SHPX212050}
@attribute site {REDW,GUEL,LOVE,STED,POPL,TBAY,SUDB,BOLT,WHIT,GOGV,BELL,MILE}
@attribute Dir {E,S,N,W}
@attribute ttf numeric
@attribute cnt numeric
@attribute timetofail numeric
@attribute label numeric

@data
41694.95625,49.5,121.3,86.5,36.1,1,86.5,121.3,Left,34.8,103.9,59,15,137,1.584559,6.682108,0.552591,6.778787,-0.3078,0.143588,0.262496,6.959,3.490538,14.355006,2.981637,-0.681537,-0.022113,0.113309,PPRX660840,BOLT,S,-4,63,1,1
41695.41806,44.3,92.9,58.7,35,1,58.7,92.9,Left,34.2,75.8,60,16,137,1.584559,6.682108,0.552591,6.778787,-0.3078,0.143588,0.262496,6.959,3.490538,14.355006,2.981637,-0.681537,-0.022113,0.113309,PPRX660840,LOVE,E,-3,63,0,1
41695.41806,44.3,92.9,58.7,35,1,58.7,92.9,Left,34.2,75.8,61,17,137,1.584559,6.682108,0.552591,6.778787,-0.3078,0.143588,0.262496,6.959,3.490538,14.355006,2.981637,-0.681537,-0.022113,0.113309,PPRX660840,LOVE,E,-2,63,0,1
41695.86944,27.4,112,63.9,33.6,1,63.9,112,Left,48.1,87.95,62,18,137,24.030476,6.840357,27.597101,6.568045,-0.355373,0.090234,0.185127,-3.156126,5.207213,-4.149722,5.261279,-0.519437,-0.042635,0.24035,PPRX660840,STED,S,-1,63,0,1
41695.86944,27.4,112,63.9,33.6,1,63.9,112,Left,48.1,87.95,63,19,137,24.030476,6.840357,27.597101,6.568045,-0.355373,0.090234,0.185127,-3.156126,5.207213,-4.149722,5.261279,-0.519437,-0.042635,0.24035,PPRX660840,STED,S,0,63,0,1
41640.19097,47.7,16.4,17.4,11.1,1,16.4,17.4,Righ,1,16.9,0,0,138,?,?,?,?,?,?,?,?,?,?,?,?,?,?,PPRX660900,GUEL,W,-115,115,96,0
41640.19097,47.7,16.4,17.4,11.1,1,16.4,17.4,Righ,1,16.9,1,1,138,?,?,?,?,?,?,?,?,?,?,?,?,?,?,PPRX660900,GUEL,W,-114,115,96,0
41647.84861,41.3,37.8,51.9,39.3,1,37.8,51.9,Righ,14.1,44.85,2,2,138,?,?,?,?,?,?,?,?,?,?,?,?,?,?,PPRX660900,POPL,E,-113,115,89,0
41647.84861,41.3,37.8,51.9,39.3,1,37.8,51.9,Righ,14.1,44.85,3,3,138,?,?,?,?,?,?,?,?,?,?,?,?,?,?,PPRX660900,POPL,E,-112,115,89,0
41648.57986,38.9,40.4,46.2,37.4,1,40.4,46.2,Righ,5.8,43.3,4,4,138,?,?,?,?,?,?,?,?,?,?,?,?,?,?,PPRX660900,TBAY,E,-111,115,88,0
41648.57986,38.9,40.4,46.2,37.4,1,40.4,46.2,Righ,5.8,43.3,5,5,138,?,?,?,?,?,?,?,?,?,?,?,?,?,?,PPRX660900,TBAY,E,-110,115,88,0
41650.16875,37.2,36.2,48.2,40,1,36.2,48.2,Righ,12,42.2,6,6,138,?,?,?,?,?,?,?,?,?,?,?,?,?,?,PPRX660900,SUDB,E,-109,115,86,0
41650.16875,37.2,36.2,48.2,40,1,36.2,48.2,Righ,12,42.2,7,7,138,?,?,?,?,?,?,?,?,?,?,?,?,?,?,PPRX660900,SUDB,E,-108,115,86,0
41650.70347,49.7,38.2,52.8,39.1,1,38.2,52.8,Righ,14.6,45.5,8,8,138,?,?,?,?,?,?,?,?,?,?,?,?,?,?,PPRX660900,BOLT,S,-107,115,86,0
41650.70347,49.7,38.2,52.8,39.1,1,38.2,52.8,Righ,14.6,45.5,9,9,138,?,?,?,?,?,?,?,?,?,?,?,?,?,?,PPRX660900,BOLT,S,-106,115,86,0
41651.27778,38.8,34,47.4,38.5,1,34,47.4,Righ,13.4,40.7,10,10,138,?,?,?,?,?,?,?,?,?,?,?,?,?,?,PPRX660900,LOVE,E,-105,115,85,0
41651.27778,38.8,34,47.4,38.5,1,34,47.4,Righ,13.4,40.7,11,11,138,?,?,?,?,?,?,?,?,?,?,?,?,?,?,PPRX660900,LOVE,E,-104,115,85,0
41651.66736,29.6,37.9,48.4,38.8,1,37.9,48.4,Righ,10.5,43.15,12,12,138,?,?,?,?,?,?,?,?,?,?,?,?,?,?,PPRX660900,STED,S,-103,115,85,0
41651.66736,29.6,37.9,48.4,38.8,1,37.9,48.4,Righ,10.5,43.15,13,13,138,?,?,?,?,?,?,?,?,?,?,?,?,?,?,PPRX660900,STED,S,-102,115,85,0
41654.33264,37.4,14.8,17.1,10.7,1,14.8,17.1,Righ,2.3,15.95,14,14,138,?,?,?,?,?,?,?,?,?,?,?,?,?,?,PPRX660900,STED,N,-101,115,82,0
41654.33264,37.4,14.8,17.1,10.7,1,14.8,17.1,Righ,2.3,15.95,15,15,138,?,?,?,?,?,?,?,?,?,?,?,?,?,?,PPRX660900,STED,N,-100,115,82,0
41654.84097,39.1,11,13.3,10.8,1,11,13.3,Righ,2.3,12.15,16,16,138,?,?,?,?,?,?,?,?,?,?,?,?,?,?,PPRX660900,LOVE,W,-99,115,82,0
41654.84097,39.1,11,13.3,10.8,1,11,13.3,Righ,2.3,12.15,17,17,138,58.838235,-2.779412,60.092793,-2.919636,-0.472387,0.229154,0.221048,?,?,?,?,?,?,?,PPRX660900,LOVE,W,-98,115,82,0
41655.24583,47.1,15.6,19.9,11.2,1,15.6,19.9,Righ,4.3,17.75,18,18,138,58.838235,-2.779412,60.092793,-2.919636,-0.472387,0.229154,0.221048,?,?,?,?,?,?,?,PPRX660900,BOLT,N,-97,115,81,0
41655.24583,47.1,15.6,19.9,11.2,1,15.6,19.9,Righ,4.3,17.75,19,19,138,58.838235,-2.779412,60.092793,-2.919636,-0.472387,0.229154,0.221048,?,?,?,?,?,?,?,PPRX660900,BOLT,N,-96,115,81,0
41655.56111,48.3,15.2,17.3,10.5,1,15.2,17.3,Righ,2.1,16.25,20,20,138,58.838235,-2.779412,60.092793,-2.919636,-0.472387,0.229154,0.221048,?,?,?,?,?,?,?,PPRX660900,SUDB,W,-95,115,81,0
41655.56111,48.3,15.2,17.3,10.5,1,15.2,17.3,Righ,2.1,16.25,21,21,138,58.838235,-2.779412,60.092793,-2.919636,-0.472387,0.229154,0.221048,?,?,?,?,?,?,?,PPRX660900,SUDB,W,-94,115,81,0
41657.74931,42.2,15.6,18.1,10.5,1,15.6,18.1,Righ,2.5,16.85,22,22,138,45.510294,-2.016176,43.060508,-1.786359,-0.618209,0.082844,0.185314,?,?,?,?,?,?,?,PPRX660900,TBAY,W,-93,115,79,0
41657.74931,42.2,15.6,18.1,10.5,1,15.6,18.1,Righ,2.5,16.85,23,23,138,45.510294,-2.016176,43.060508,-1.786359,-0.618209,0.082844,0.185314,?,?,?,?,?,?,?,PPRX660900,TBAY,W,-92,115,79,0
41658.35069,57.9,24.7,23.8,11.7,1,23.8,24.7,Left,0.9,24.25,24,0,138,45.510294,-2.016176,43.060508,-1.786359,-0.618209,0.082844,0.185314,?,?,?,?,?,?,?,PPRX660900,POPL,W,-91,115,78,0
41658.35069,57.9,24.7,23.8,11.7,1,23.8,24.7,Left,0.9,24.25,25,1,138,45.510294,-2.016176,43.060508,-1.786359,-0.618209,0.082844,0.185314,42.434,-0.627231,41.302309,-0.503411,-0.877889,0.150477,0.035433,PPRX660900,POPL,W,-90,115,78,0
41662.74306,49.9,40.2,52.4,39,1,40.2,52.4,Righ,12.2,46.3,26,0,138,13.169118,1.579902,16.491842,1.275798,-0.378365,0.087365,0.037667,42.434,-0.627231,41.302309,-0.503411,-0.877889,0.150477,0.035433,PPRX660900,POPL,E,-89,115,74,0
41662.74306,49.9,40.2,52.4,39,1,40.2,52.4,Righ,12.2,46.3,27,1,138,13.169118,1.579902,16.491842,1.275798,-0.378365,0.087365,0.037667,42.434,-0.627231,41.302309,-0.503411,-0.877889,0.150477,0.035433,PPRX660900,POPL,E,-88,115,74,0
41663.41528,38.7,39.8,45.8,37.2,1,39.8,45.8,Righ,6,42.8,28,2,138,13.169118,1.579902,16.491842,1.275798,-0.378365,0.087365,0.037667,42.434,-0.627231,41.302309,-0.503411,-0.877889,0.150477,0.035433,PPRX660900,TBAY,E,-87,115,73,0
41663.41528,38.7,39.8,45.8,37.2,1,39.8,45.8,Righ,6,42.8,29,3,138,13.169118,1.579902,16.491842,1.275798,-0.378365,0.087365,0.037667,42.434,-0.627231,41.302309,-0.503411,-0.877889,0.150477,0.035433,PPRX660900,TBAY,E,-86,115,73,0
41666.60556,40.9,34.5,46.5,40,1,34.5,46.5,Righ,12,40.5,30,4,138,8.698529,2.715196,6.443079,2.96444,-0.382492,0.257428,0.277988,28.004,0.477231,28.467614,0.465825,-0.786477,-0.007436,0.176228,PPRX660900,SUDB,E,-85,115,70,0
41666.60556,40.9,34.5,46.5,40,1,34.5,46.5,Righ,12,40.5,31,5,138,8.698529,2.715196,6.443079,2.96444,-0.382492,0.257428,0.277988,28.004,0.477231,28.467614,0.465825,-0.786477,-0.007436,0.176228,PPRX660900,SUDB,E,-84,115,70,0
41667.10278,48.9,37.1,50.3,39.1,1,37.1,50.3,Righ,13.2,43.7,32,6,138,8.698529,2.715196,6.443079,2.96444,-0.382492,0.257428,0.277988,28.004,0.477231,28.467614,0.465825,-0.786477,-0.007436,0.176228,PPRX660900,BOLT,S,-83,115,69,0
41667.10278,48.9,37.1,50.3,39.1,1,37.1,50.3,Righ,13.2,43.7,33,7,138,8.698529,2.715196,6.443079,2.96444,-0.382492,0.257428,0.277988,28.004,0.477231,28.467614,0.465825,-0.786477,-0.007436,0.176228,PPRX660900,BOLT,S,-82,115,69,0
41668.05208,36.4,34.9,46.7,37.9,1,34.9,46.7,Righ,11.8,40.8,34,8,138,21.843382,2.042892,23.713182,1.894608,-0.604669,0.142661,0.138923,13.429,1.583,16.137996,1.420171,-0.401184,0.051729,0.031243,PPRX660900,LOVE,E,-81,115,68,0
41668.05208,36.4,34.9,46.7,37.9,1,34.9,46.7,Righ,11.8,40.8,35,9,138,21.843382,2.042892,23.713182,1.894608,-0.604669,0.142661,0.138923,13.429,1.583,16.137996,1.420171,-0.401184,0.051729,0.031243,PPRX660900,LOVE,E,-80,115,68,0
41668.50972,32.5,37.6,48.8,39.4,1,37.6,48.8,Righ,11.2,43.2,36,10,138,21.843382,2.042892,23.713182,1.894608,-0.604669,0.142661,0.138923,13.429,1.583,16.137996,1.420171,-0.401184,0.051729,0.031243,PPRX660900,STED,S,-79,115,68,0
41668.50972,32.5,37.6,48.8,39.4,1,37.6,48.8,Righ,11.2,43.2,37,11,138,21.843382,2.042892,23.713182,1.894608,-0.604669,0.142661,0.138923,13.429,1.583,16.137996,1.420171,-0.401184,0.051729,0.031243,PPRX660900,STED,S,-78,115,68,0
41671.25972,39.6,14.4,14.8,10.5,1,14.4,14.8,Righ,0.4,14.6,38,12,138,54.458088,-1.689461,51.484848,-1.426365,-0.381299,-0.008849,0.125167,25.141,0.576538,24.361371,0.504183,-0.799893,0.102985,0.027079,PPRX660900,STED,N,-77,115,65,0
41671.25972,39.6,14.4,14.8,10.5,1,14.4,14.8,Righ,0.4,14.6,39,13,138,54.458088,-1.689461,51.484848,-1.426365,-0.381299,-0.008849,0.125167,25.141,0.576538,24.361371,0.504183,-0.799893,0.102985,0.027079,PPRX660900,STED,N,-76,115,65,0
41671.77153,57.3,11.4,16,11,1,11.4,16,Righ,4.6,13.7,40,14,138,54.458088,-1.689461,51.484848,-1.426365,-0.381299,-0.008849,0.125167,25.141,0.576538,24.361371,0.504183,-0.799893,0.102985,0.027079,PPRX660900,LOVE,W,-75,115,65,0
41671.77153,57.3,11.4,16,11,1,11.4,16,Righ,4.6,13.7,41,15,138,54.458088,-1.689461,51.484848,-1.426365,-0.381299,-0.008849,0.125167,25.141,0.576538,24.361371,0.504183,-0.799893,0.102985,0.027079,PPRX660900,LOVE,W,-74,115,65,0
41672.4125,37.8,14.4,17.1,11,1,14.4,17.1,Righ,2.7,15.75,42,16,138,57.934559,-2.811029,59.413865,-2.959217,-0.420147,0.19702,0.25473,40.787,-0.650385,39.809092,-0.601038,-0.791776,0.016505,0.151537,PPRX660900,BOLT,N,-73,115,64,0
41672.4125,37.8,14.4,17.1,11,1,14.4,17.1,Righ,2.7,15.75,43,17,138,57.934559,-2.811029,59.413865,-2.959217,-0.420147,0.19702,0.25473,40.787,-0.650385,39.809092,-0.601038,-0.791776,0.016505,0.151537,PPRX660900,BOLT,N,-72,115,64,0
41672.76667,39.4,14,14.3,10.8,1,14,14.3,Righ,0.3,14.15,44,18,138,57.934559,-2.811029,59.413865,-2.959217,-0.420147,0.19702,0.25473,40.787,-0.650385,39.809092,-0.601038,-0.791776,0.016505,0.151537,PPRX660900,SUDB,W,-71,115,64,0
41672.76667,39.4,14,14.3,10.8,1,14,14.3,Righ,0.3,14.15,45,19,138,57.934559,-2.811029,59.413865,-2.959217,-0.420147,0.19702,0.25473,40.787,-0.650385,39.809092,-0.601038,-0.791776,0.016505,0.151537,PPRX660900,SUDB,W,-70,115,64,0
41674.75208,44.4,14.3,20.2,10.4,1,14.3,20.2,Righ,5.9,17.25,46,20,138,45.089706,-2.079902,42.493515,-1.862905,-0.595292,0.06589,0.194456,53.376,-1.605231,50.575043,-1.427316,-0.446261,-0.065781,0.152795,PPRX660900,TBAY,W,-69,115,62,0
41674.75208,44.4,14.3,20.2,10.4,1,14.3,20.2,Righ,5.9,17.25,47,21,138,45.089706,-2.079902,42.493515,-1.862905,-0.595292,0.06589,0.194456,53.376,-1.605231,50.575043,-1.427316,-0.446261,-0.065781,0.152795,PPRX660900,TBAY,W,-68,115,62,0
41675.50972,45.3,17.3,21.1,11.4,1,17.3,21.1,Righ,3.8,19.2,48,22,138,45.089706,-2.079902,42.493515,-1.862905,-0.595292,0.06589,0.194456,53.376,-1.605231,50.575043,-1.427316,-0.446261,-0.065781,0.152795,PPRX660900,POPL,W,-67,115,61,0
41675.50972,45.3,17.3,21.1,11.4,1,17.3,21.1,Righ,3.8,19.2,49,23,138,45.089706,-2.079902,42.493515,-1.862905,-0.595292,0.06589,0.194456,53.376,-1.605231,50.575043,-1.427316,-0.446261,-0.065781,0.152795,PPRX660900,POPL,W,-66,115,61,0
41679.49236,49.6,42.3,49.5,36.5,1,42.3,49.5,Righ,7.2,45.9,50,24,138,12.689706,1.510294,15.950616,1.221085,-0.325431,-0.012138,0.102877,41.425,-0.637615,40.053596,-0.487717,-0.807547,0.052292,0.093718,PPRX660900,POPL,E,-65,115,57,0
41679.49236,49.6,42.3,49.5,36.5,1,42.3,49.5,Righ,7.2,45.9,51,25,138,12.689706,1.510294,15.950616,1.221085,-0.325431,-0.012138,0.102877,41.425,-0.637615,40.053596,-0.487717,-0.807547,0.052292,0.093718,PPRX660900,POPL,E,-64,115,57,0
41680.17917,40,39.9,46,35.8,1,39.9,46,Righ,6.1,42.95,52,26,138,12.689706,1.510294,15.950616,1.221085,-0.325431,-0.012138,0.102877,41.425,-0.637615,40.053596,-0.487717,-0.807547,0.052292,0.093718,PPRX660900,TBAY,E,-63,115,56,0
41680.17917,40,39.9,46,35.8,1,39.9,46,Righ,6.1,42.95,53,27,138,12.689706,1.510294,15.950616,1.221085,-0.325431,-0.012138,0.102877,41.425,-0.637615,40.053596,-0.487717,-0.807547,0.052292,0.093718,PPRX660900,TBAY,E,-62,115,56,0
41683.48611,49.4,38,51.5,39,1,38,51.5,Righ,13.5,44.75,54,28,138,5.828676,3.024265,4.669496,3.14054,-0.371439,0.179966,0.305367,26,0.611385,25.335493,0.649807,-0.772275,-0.087387,0.238927,PPRX660900,SUDB,E,-61,115,53,0
41683.48611,49.4,38,51.5,39,1,38,51.5,Righ,13.5,44.75,55,29,138,5.828676,3.024265,4.669496,3.14054,-0.371439,0.179966,0.305367,26,0.611385,25.335493,0.649807,-0.772275,-0.087387,0.238927,PPRX660900,SUDB,E,-60,115,53,0
41683.83125,45.7,43.1,53.2,37.4,1,43.1,53.2,Righ,10.1,48.15,56,30,138,5.828676,3.024265,4.669496,3.14054,-0.371439,0.179966,0.305367,26,0.611385,25.335493,0.649807,-0.772275,-0.087387,0.238927,PPRX660900,BOLT,S,-59,115,53,0
41683.83125,45.7,43.1,53.2,37.4,1,43.1,53.2,Righ,10.1,48.15,57,31,138,5.828676,3.024265,4.669496,3.14054,-0.371439,0.179966,0.305367,26,0.611385,25.335493,0.649807,-0.772275,-0.087387,0.238927,PPRX660900,BOLT,S,-58,115,53,0
41686.21736,35.4,35.7,46.2,36.6,1,35.7,46.2,Righ,10.5,40.95,58,32,138,20.172794,2.266422,22.082923,2.134002,-0.564942,0.016259,0.259138,11.731,1.708692,14.913707,1.515237,-0.372282,-0.07494,0.114797,PPRX660900,LOVE,E,-57,115,50,0
41686.21736,35.4,35.7,46.2,36.6,1,35.7,46.2,Righ,10.5,40.95,59,33,138,20.172794,2.266422,22.082923,2.134002,-0.564942,0.016259,0.259138,11.731,1.708692,14.913707,1.515237,-0.372282,-0.07494,0.114797,PPRX660900,LOVE,E,-56,115,50,0
41686.94722,37.8,40.2,50,38.5,1,40.2,50,Righ,9.8,45.1,60,34,138,20.172794,2.266422,22.082923,2.134002,-0.564942,0.016259,0.259138,11.731,1.708692,14.913707,1.515237,-0.372282,-0.07494,0.114797,PPRX660900,STED,S,-55,115,50,0
41686.94722,37.8,40.2,50,38.5,1,40.2,50,Righ,9.8,45.1,61,35,138,20.172794,2.266422,22.082923,2.134002,-0.564942,0.016259,0.259138,11.731,1.708692,14.913707,1.515237,-0.372282,-0.07494,0.114797,PPRX660900,STED,S,-54,115,50,0
41691.19583,37.7,11,19.2,10.7,1,11,19.2,Righ,8.2,15.1,62,36,138,53.447794,-1.467402,50.14339,-1.195014,-0.415896,-0.037857,0.156723,23.222,0.750308,24.767718,0.525566,-0.796048,0.040015,0.08578,PPRX660900,STED,N,-53,115,45,0
41691.19583,37.7,11,19.2,10.7,1,11,19.2,Righ,8.2,15.1,63,37,138,53.447794,-1.467402,50.14339,-1.195014,-0.415896,-0.037857,0.156723,23.222,0.750308,24.767718,0.525566,-0.796048,0.040015,0.08578,PPRX660900,STED,N,-52,115,45,0
41691.78333,53.4,11.4,15.9,11.3,1,11.4,15.9,Righ,4.5,13.65,64,38,138,53.447794,-1.467402,50.14339,-1.195014,-0.415896,-0.037857,0.156723,23.222,0.750308,24.767718,0.525566,-0.796048,0.040015,0.08578,PPRX660900,LOVE,W,-51,115,45,0
41691.78333,53.4,11.4,15.9,11.3,1,11.4,15.9,Righ,4.5,13.65,65,39,138,53.447794,-1.467402,50.14339,-1.195014,-0.415896,-0.037857,0.156723,23.222,0.750308,24.767718,0.525566,-0.796048,0.040015,0.08578,PPRX660900,LOVE,W,-50,115,45,0
41692.26389,46.4,16.1,22.3,11.1,1,16.1,22.3,Righ,6.2,19.2,66,40,138,59.296324,-2.647304,59.820827,-2.721194,-0.413838,0.211908,0.196485,38.757,-0.381615,37.836551,-0.309155,-0.767627,-0.082154,0.232706,PPRX660900,BOLT,N,-49,115,44,0
41692.26389,46.4,16.1,22.3,11.1,1,16.1,22.3,Righ,6.2,19.2,67,41,138,59.296324,-2.647304,59.820827,-2.721194,-0.413838,0.211908,0.196485,38.757,-0.381615,37.836551,-0.309155,-0.767627,-0.082154,0.232706,PPRX660900,BOLT,N,-48,115,44,0
41692.54097,46.9,12.1,20.2,10.8,1,12.1,20.2,Righ,8.1,16.15,68,42,138,59.296324,-2.647304,59.820827,-2.721194,-0.413838,0.211908,0.196485,38.757,-0.381615,37.836551,-0.309155,-0.767627,-0.082154,0.232706,PPRX660900,SUDB,W,-47,115,44,0
41692.54097,46.9,12.1,20.2,10.8,1,12.1,20.2,Righ,8.1,16.15,69,43,138,59.296324,-2.647304,59.820827,-2.721194,-0.413838,0.211908,0.196485,38.757,-0.381615,37.836551,-0.309155,-0.767627,-0.082154,0.232706,PPRX660900,SUDB,W,-46,115,44,0
41693.9,32.7,13.5,18,10.1,1,13.5,18,Righ,4.5,15.75,70,44,138,46.240441,-1.944363,44.134565,-1.742767,-0.556638,0.063195,0.187742,52.767,-1.422385,49.564576,-1.211861,-0.452663,-0.070981,0.158859,PPRX660900,TBAY,W,-45,115,43,0
41693.9,32.7,13.5,18,10.1,1,13.5,18,Righ,4.5,15.75,71,45,138,46.240441,-1.944363,44.134565,-1.742767,-0.556638,0.063195,0.187742,52.767,-1.422385,49.564576,-1.211861,-0.452663,-0.070981,0.158859,PPRX660900,TBAY,W,-44,115,43,0
41694.56111,57.7,25.9,24.3,10.5,1,24.3,25.9,Left,1.6,25.1,72,0,138,46.240441,-1.944363,44.134565,-1.742767,-0.556638,0.063195,0.187742,52.767,-1.422385,49.564576,-1.211861,-0.452663,-0.070981,0.158859,PPRX660900,POPL,W,-43,115,42,0
41694.56111,57.7,25.9,24.3,10.5,1,24.3,25.9,Left,1.6,25.1,73,1,138,46.240441,-1.944363,44.134565,-1.742767,-0.556638,0.063195,0.187742,52.767,-1.422385,49.564576,-1.211861,-0.452663,-0.070981,0.158859,PPRX660900,POPL,W,-42,115,42,0
41700.04514,37.7,39.2,55,38.1,1,39.2,55,Righ,15.8,47.1,74,0,138,13.961029,1.793873,17.89021,1.448569,-0.43982,0.101722,0.038665,42.478,-0.468769,40.302972,-0.229791,-0.882314,0.178302,-0.000069,PPRX660900,POPL,E,-41,115,36,0
41700.04514,37.7,39.2,55,38.1,1,39.2,55,Righ,15.8,47.1,75,1,138,13.961029,1.793873,17.89021,1.448569,-0.43982,0.101722,0.038665,42.478,-0.468769,40.302972,-0.229791,-0.882314,0.178302,-0.000069,PPRX660900,POPL,E,-40,115,36,0
41700.65069,35.1,43.3,54.4,35.3,1,43.3,54.4,Righ,11.1,48.85,76,2,138,13.961029,1.793873,17.89021,1.448569,-0.43982,0.101722,0.038665,42.478,-0.468769,40.302972,-0.229791,-0.882314,0.178302,-0.000069,PPRX660900,TBAY,E,-39,115,36,0
41700.65069,35.1,43.3,54.4,35.3,1,43.3,54.4,Righ,11.1,48.85,77,3,138,13.961029,1.793873,17.89021,1.448569,-0.43982,0.101722,0.038665,42.478,-0.468769,40.302972,-0.229791,-0.882314,0.178302,-0.000069,PPRX660900,TBAY,E,-38,115,36,0
41701.81111,28.7,44.2,58,37.4,1,44.2,58,Righ,13.8,51.1,78,4,138,4.5625,3.88848,2.369398,4.080248,-0.467083,0.270236,0.148347,24.008,1.145231,25.040335,1.193154,-0.772425,-0.035704,0.159082,PPRX660900,WHIT,E,-37,115,35,0
41701.81111,28.7,44.2,58,37.4,1,44.2,58,Righ,13.8,51.1,79,5,138,4.5625,3.88848,2.369398,4.080248,-0.467083,0.270236,0.148347,24.008,1.145231,25.040335,1.193154,-0.772425,-0.035704,0.159082,PPRX660900,WHIT,E,-36,115,35,0
41703.09097,47.8,46.3,74.5,38.5,1,46.3,74.5,Righ,28.2,60.4,80,6,138,4.5625,3.88848,2.369398,4.080248,-0.467083,0.270236,0.148347,24.008,1.145231,25.040335,1.193154,-0.772425,-0.035704,0.159082,PPRX660900,SUDB,E,-35,115,33,0
41703.09097,47.8,46.3,74.5,38.5,1,46.3,74.5,Righ,28.2,60.4,81,7,138,4.5625,3.88848,2.369398,4.080248,-0.467083,0.270236,0.148347,24.008,1.145231,25.040335,1.193154,-0.772425,-0.035704,0.159082,PPRX660900,SUDB,E,-34,115,33,0
41703.62708,35.8,47.5,71.6,37,1,47.5,71.6,Righ,24.1,59.55,82,8,138,17.431618,3.738971,18.648753,3.616193,-0.528143,0.242835,-0.031794,8.789,2.565154,13.603204,2.267271,-0.475119,0.053511,-0.015207,PPRX660900,BOLT,S,-33,115,33,0
41703.62708,35.8,47.5,71.6,37,1,47.5,71.6,Righ,24.1,59.55,83,9,138,17.431618,3.738971,18.648753,3.616193,-0.528143,0.242835,-0.031794,8.789,2.565154,13.603204,2.267271,-0.475119,0.053511,-0.015207,PPRX660900,BOLT,S,-32,115,33,0
41704.09792,39.3,48.9,66.7,36.6,1,48.9,66.7,Righ,17.8,57.8,84,10,138,17.431618,3.738971,18.648753,3.616193,-0.528143,0.242835,-0.031794,8.789,2.565154,13.603204,2.267271,-0.475119,0.053511,-0.015207,PPRX660900,LOVE,E,-31,115,32,0
41704.09792,39.3,48.9,66.7,36.6,1,48.9,66.7,Righ,17.8,57.8,85,11,138,17.431618,3.738971,18.648753,3.616193,-0.528143,0.242835,-0.031794,8.789,2.565154,13.603204,2.267271,-0.475119,0.053511,-0.015207,PPRX660900,LOVE,E,-30,115,32,0
41704.81319,35.3,57.5,79.9,38.8,1,57.5,79.9,Righ,22.4,68.7,86,12,138,53.203676,0.713971,51.939245,0.670767,-0.350312,-0.007985,0.031637,17.259,2.292385,20.348658,1.907168,-0.548124,-0.033349,0.040921,PPRX660900,STED,S,-29,115,32,0
41704.81319,35.3,57.5,79.9,38.8,1,57.5,79.9,Righ,22.4,68.7,87,13,138,53.203676,0.713971,51.939245,0.670767,-0.350312,-0.007985,0.031637,17.259,2.292385,20.348658,1.907168,-0.548124,-0.033349,0.040921,PPRX660900,STED,S,-28,115,32,0
41709.56597,41.9,24.2,33.8,13.5,1,24.2,33.8,Righ,9.6,29,88,14,138,53.203676,0.713971,51.939245,0.670767,-0.350312,-0.007985,0.031637,17.259,2.292385,20.348658,1.907168,-0.548124,-0.033349,0.040921,PPRX660900,STED,N,-27,115,27,0
41709.56597,41.9,24.2,33.8,13.5,1,24.2,33.8,Righ,9.6,29,89,15,138,53.203676,0.713971,51.939245,0.670767,-0.350312,-0.007985,0.031637,17.259,2.292385,20.348658,1.907168,-0.548124,-0.033349,0.040921,PPRX660900,STED,N,-26,115,27,0
41709.97222,52.4,14.1,43.9,10.5,1,14.1,43.9,Righ,29.8,29,90,16,138,73.833824,-1.696569,72.747182,-1.563903,-0.471206,0.097236,0.096333,38.295,0.955769,38.150937,0.933093,-0.745234,-0.050266,0.160608,PPRX660900,LOVE,W,-25,115,27,0
41709.97222,52.4,14.1,43.9,10.5,1,14.1,43.9,Righ,29.8,29,91,17,138,73.833824,-1.696569,72.747182,-1.563903,-0.471206,0.097236,0.096333,38.295,0.955769,38.150937,0.933093,-0.745234,-0.050266,0.160608,PPRX660900,LOVE,W,-24,115,27,0
41710.76181,46.5,18.8,42.2,11.3,1,18.8,42.2,Righ,23.4,30.5,92,18,138,73.833824,-1.696569,72.747182,-1.563903,-0.471206,0.097236,0.096333,38.295,0.955769,38.150937,0.933093,-0.745234,-0.050266,0.160608,PPRX660900,BOLT,N,-23,115,26,0
